
SetupTitle, 2502-IdVgg-Vg
PrimitiveTest, I/V Sweep
DataValue, -2.6, -1.6, -0.05, -2.7788E-07, 0, 2.7789999999999997E-07, 0, -1.9800000000000217E-09
DataValue, -2.62, -1.6, -0.05, -2.797E-07, 0, 2.7979999999999995E-07, 0, -1.8199999999999991E-09
DataValue, -2.64, -1.6, -0.05, -2.817E-07, 0, 2.817E-07, 0, -1.9999999999999914E-09
DataValue, -2.66, -1.6, -0.05, -2.8358E-07, -5E-13, 2.8359999999999997E-07, 0, -1.8800000000000142E-09
DataValue, -2.68, -1.6, -0.05, -2.8578E-07, 0, 2.8549999999999996E-07, 0, -2.2000000000000065E-09
DataValue, -2.7, -1.6, -0.05, -2.8736E-07, 0, 2.8754999999999995E-07, 0, -1.5799999999999917E-09
DataValue, -2.72, -1.6, -0.05, -2.8952E-07, 0, 2.894E-07, 0, -2.160000000000014E-09
DataValue, -2.74, -1.6, -0.05, -2.9112E-07, 0, 2.9129999999999997E-07, 0, -1.5999999999999614E-09
DataValue, -2.7600000000000002, -1.6, -0.05, -2.9316E-07, 0, 2.9324999999999996E-07, 0, -2.0400000000000368E-09
DataValue, -2.7800000000000002, -1.6, -0.05, -2.9516E-07, 0, 2.952E-07, 5E-13, -1.9999999999999914E-09
DataValue, -2.8000000000000003, -1.6, -0.05, -2.9716E-07, 0, 2.971E-07, 0, -1.9999999999999914E-09
DataValue, -2.82, -1.6, -0.05, -2.99E-07, 0, 2.9894999999999996E-07, 0, -1.8400000000000218E-09
DataValue, -2.84, -1.6, -0.05, -3.0084E-07, -5E-13, 3.0075E-07, 0, -1.8399999999999688E-09
DataValue, -2.86, -1.6, -0.05, -3.0268E-07, 0, 3.027E-07, 0, -1.8400000000000218E-09
DataValue, -2.88, -1.6, -0.05, -3.0438E-07, 0, 3.0435E-07, 5E-13, -1.6999999999999689E-09
DataValue, -2.9, -1.6, -0.05, -3.0616E-07, -5E-13, 3.0635E-07, 5E-13, -1.7800000000000067E-09
DataValue, -2.92, -1.6, -0.05, -3.0794E-07, 0, 3.0824999999999997E-07, 0, -1.7800000000000067E-09
DataValue, -2.94, -1.6, -0.05, -3.0992E-07, 0, 3.1009999999999995E-07, 0, -1.9800000000000217E-09
DataValue, -2.96, -1.6, -0.05, -3.1192E-07, 0, 3.1185E-07, 0, -1.9999999999999914E-09
DataValue, -2.98, -1.6, -0.05, -3.1358E-07, 0, 3.1369999999999996E-07, 0, -1.6599999999999765E-09
DataValue, -3, -1.6, -0.05, -3.1534E-07, 0, 3.1545E-07, 0, -1.7600000000000369E-09
DataValue, 3, -1.7000000000000002, -0.05, -4.26716E-08, 0, 4.269E-08, 1E-12, 0
DataValue, 2.98, -1.7000000000000002, -0.05, -4.2773999999999996E-08, -5E-13, 4.2779999999999997E-08, 0, -1.0239999999999832E-10
DataValue, 2.96, -1.7000000000000002, -0.05, -4.2819399999999996E-08, 0, 4.2884999999999997E-08, 5E-13, -4.5399999999999864E-11
DataValue, 2.94, -1.7000000000000002, -0.05, -4.2971599999999994E-08, 0, 4.2945E-08, 5E-13, -1.5219999999999788E-10
DataValue, 2.92, -1.7000000000000002, -0.05, -4.30282E-08, 0, 4.309E-08, 1E-12, -5.66000000000033E-11
DataValue, 2.9, -1.7000000000000002, -0.05, -4.31162E-08, 0, 4.318E-08, 0, -8.8000000000000523E-11
DataValue, 2.88, -1.7000000000000002, -0.05, -4.3192599999999993E-08, 5E-13, 4.3239999999999995E-08, 0, -7.6399999999995311E-11
DataValue, 2.86, -1.7000000000000002, -0.05, -4.33498E-08, 0, 4.3339999999999996E-08, 5E-13, -1.5720000000000355E-10
DataValue, 2.84, -1.7000000000000002, -0.05, -4.34284E-08, 0, 4.3435E-08, 5E-13, -7.8600000000001776E-11
DataValue, 2.82, -1.7000000000000002, -0.05, -4.3508999999999996E-08, 0, 4.3519999999999995E-08, 0, -8.0599999999997426E-11
DataValue, 2.8000000000000003, -1.7000000000000002, -0.05, -4.3564999999999993E-08, 0, 4.3584999999999996E-08, 0, -5.5999999999997325E-11
DataValue, 2.7800000000000002, -1.7000000000000002, -0.05, -4.3711999999999995E-08, 0, 4.3715E-08, 5E-13, -1.4700000000000125E-10
DataValue, 2.7600000000000002, -1.7000000000000002, -0.05, -4.3773E-08, 0, 4.3799999999999995E-08, 5E-13, -6.1000000000003E-11
DataValue, 2.74, -1.7000000000000002, -0.05, -4.3838E-08, 0, 4.388E-08, 0, -6.5000000000000913E-11
DataValue, 2.72, -1.7000000000000002, -0.05, -4.3996E-08, -5E-13, 4.399E-08, 0, -1.5800000000000049E-10
DataValue, 2.7, -1.7000000000000002, -0.05, -4.4013399999999994E-08, 0, 4.407E-08, 0, -1.7399999999994584E-11
DataValue, 2.68, -1.7000000000000002, -0.05, -4.41388E-08, -5E-13, 4.416E-08, 0, -1.2540000000000455E-10
DataValue, 2.66, -1.7000000000000002, -0.05, -4.4266399999999996E-08, 0, 4.4249999999999996E-08, 0, -1.2759999999999778E-10
DataValue, 2.64, -1.7000000000000002, -0.05, -4.4377599999999994E-08, -5E-13, 4.4319999999999996E-08, 0, -1.1119999999999771E-10
DataValue, 2.62, -1.7000000000000002, -0.05, -4.44166E-08, -5E-13, 4.445E-08, 0, -3.9000000000004518E-11
DataValue, 2.6, -1.7000000000000002, -0.05, -4.45146E-08, 0, 4.455E-08, 0, -9.7999999999998628E-11
DataValue, 2.58, -1.7000000000000002, -0.05, -4.46168E-08, 0, 4.4569999999999995E-08, 0, -1.0220000000000074E-10
DataValue, 2.56, -1.7000000000000002, -0.05, -4.4726799999999997E-08, 0, 4.4774999999999996E-08, 0, -1.09999999999999E-10
DataValue, 2.54, -1.7000000000000002, -0.05, -4.4800799999999994E-08, 0, 4.487E-08, 0, -7.3999999999997883E-11
DataValue, 2.52, -1.7000000000000002, -0.05, -4.4924999999999994E-08, 0, 4.4965E-08, 0, -1.2419999999999922E-10
DataValue, 2.5, -1.7000000000000002, -0.05, -4.5017E-08, 0, 4.507E-08, 0, -9.2000000000005059E-11
DataValue, 2.48, -1.7000000000000002, -0.05, -4.51368E-08, 0, 4.5135E-08, 0, -1.1979999999999952E-10
DataValue, 2.46, -1.7000000000000002, -0.05, -4.5216799999999996E-08, 0, 4.525E-08, 0, -7.9999999999998069E-11
DataValue, 2.44, -1.7000000000000002, -0.05, -4.5320799999999995E-08, 0, 4.5364999999999996E-08, 0, -1.0399999999999881E-10
DataValue, 2.42, -1.7000000000000002, -0.05, -4.5431799999999995E-08, 0, 4.5399999999999996E-08, 0, -1.1100000000000013E-10
DataValue, 2.4, -1.7000000000000002, -0.05, -4.5509999999999995E-08, 0, 4.5544999999999995E-08, 5E-13, -7.82E-11
DataValue, 2.38, -1.7000000000000002, -0.05, -4.5617E-08, 0, 4.5625E-08, 5E-13, -1.0700000000000222E-10
DataValue, 2.36, -1.7000000000000002, -0.05, -4.57144E-08, -5E-13, 4.57E-08, 0, -9.7399999999999271E-11
DataValue, 2.34, -1.7000000000000002, -0.05, -4.58784E-08, 0, 4.585E-08, 0, -1.6400000000000067E-10
DataValue, 2.32, -1.7000000000000002, -0.05, -4.5934399999999995E-08, 0, 4.592E-08, 0, -5.5999999999997325E-11
DataValue, 2.3000000000000003, -1.7000000000000002, -0.05, -4.6013199999999994E-08, 0, 4.6085E-08, 0, -7.8799999999999356E-11
DataValue, 2.2800000000000002, -1.7000000000000002, -0.05, -4.6107599999999997E-08, 0, 4.6104999999999995E-08, 0, -9.4400000000002486E-11
DataValue, 2.2600000000000002, -1.7000000000000002, -0.05, -4.62004E-08, 0, 4.627E-08, 0, -9.2800000000002E-11
DataValue, 2.24, -1.7000000000000002, -0.05, -4.6315599999999994E-08, 0, 4.634E-08, 0, -1.1519999999999563E-10
DataValue, 2.22, -1.7000000000000002, -0.05, -4.6421799999999993E-08, 0, 4.644E-08, 0, -1.0619999999999866E-10
DataValue, 2.2, -1.7000000000000002, -0.05, -4.6503199999999994E-08, 0, 4.6505E-08, 0, -8.140000000000098E-11
DataValue, 2.18, -1.7000000000000002, -0.05, -4.6656999999999992E-08, 0, 4.6635E-08, 0, -1.5379999999999837E-10
DataValue, 2.16, -1.7000000000000002, -0.05, -4.6733399999999994E-08, 0, 4.6724999999999997E-08, 0, -7.6400000000001928E-11
DataValue, 2.14, -1.7000000000000002, -0.05, -4.6803799999999996E-08, 0, 4.6909999999999995E-08, 0, -7.0400000000001742E-11
DataValue, 2.12, -1.7000000000000002, -0.05, -4.6924399999999992E-08, 0, 4.6915E-08, 0, -1.2059999999999646E-10
DataValue, 2.1, -1.7000000000000002, -0.05, -4.70416E-08, 0, 4.7014999999999994E-08, 0, -1.1720000000000452E-10
DataValue, 2.08, -1.7000000000000002, -0.05, -4.7157199999999994E-08, 0, 4.7144999999999996E-08, 0, -1.1559999999999741E-10
DataValue, 2.06, -1.7000000000000002, -0.05, -4.72466E-08, 0, 4.7265E-08, 0, -8.9400000000003434E-11
DataValue, 2.04, -1.7000000000000002, -0.05, -4.7354199999999993E-08, 0, 4.7405E-08, 0, -1.0759999999999496E-10
DataValue, 2.02, -1.7000000000000002, -0.05, -4.7466599999999996E-08, 0, 4.7485E-08, 0, -1.1240000000000305E-10
DataValue, 2, -1.7000000000000002, -0.05, -4.7566599999999997E-08, 0, 4.763E-08, 0, -1.000000000000009E-10
DataValue, 1.98, -1.7000000000000002, -0.05, -4.7684799999999996E-08, 0, 4.7735E-08, 0, -1.1819999999999903E-10
DataValue, 1.96, -1.7000000000000002, -0.05, -4.77426E-08, 0, 4.7784999999999994E-08, 0, -5.7800000000002013E-11
DataValue, 1.94, -1.7000000000000002, -0.05, -4.7885599999999994E-08, 0, 4.7935E-08, 0, -1.4299999999999671E-10
DataValue, 1.92, -1.7000000000000002, -0.05, -4.7998399999999993E-08, 5E-13, 4.808E-08, 0, -1.127999999999982E-10
DataValue, 1.9000000000000001, -1.7000000000000002, -0.05, -4.8114199999999994E-08, 0, 4.8085E-08, 0, -1.1580000000000161E-10
DataValue, 1.8800000000000001, -1.7000000000000002, -0.05, -4.8220999999999992E-08, 0, 4.825E-08, 0, -1.0679999999999802E-10
DataValue, 1.86, -1.7000000000000002, -0.05, -4.8315799999999996E-08, 0, 4.8395E-08, 0, -9.4800000000004263E-11
DataValue, 1.84, -1.7000000000000002, -0.05, -4.84672E-08, 0, 4.8504999999999997E-08, 0, -1.5140000000000095E-10
DataValue, 1.82, -1.7000000000000002, -0.05, -4.8608599999999994E-08, 0, 4.8579999999999996E-08, -5E-13, -1.4139999999999622E-10
DataValue, 1.8, -1.7000000000000002, -0.05, -4.8683999999999994E-08, -5E-13, 4.8735E-08, 0, -7.54000000000008E-11
DataValue, 1.78, -1.7000000000000002, -0.05, -4.88074E-08, 0, 4.8794999999999995E-08, 0, -1.2340000000000228E-10
DataValue, 1.76, -1.7000000000000002, -0.05, -4.8918999999999996E-08, 0, 4.8959999999999996E-08, 0, -1.1159999999999949E-10
DataValue, 1.74, -1.7000000000000002, -0.05, -4.9002799999999995E-08, 0, 4.905E-08, 0, -8.3799999999998408E-11
DataValue, 1.72, -1.7000000000000002, -0.05, -4.9125E-08, 0, 4.9185E-08, 0, -1.2220000000000357E-10
DataValue, 1.7, -1.7000000000000002, -0.05, -4.9259199999999996E-08, 0, 4.9314999999999995E-08, 0, -1.3419999999999732E-10
DataValue, 1.68, -1.7000000000000002, -0.05, -4.9394399999999994E-08, 0, 4.9449999999999996E-08, 0, -1.3519999999999846E-10
DataValue, 1.6600000000000001, -1.7000000000000002, -0.05, -4.9478199999999992E-08, 0, 4.9529999999999994E-08, 0, -8.3799999999998408E-11
DataValue, 1.6400000000000001, -1.7000000000000002, -0.05, -4.9581999999999994E-08, 0, 4.9615E-08, 0, -1.0380000000000123E-10
DataValue, 1.62, -1.7000000000000002, -0.05, -4.97298E-08, 0, 4.976E-08, 5E-13, -1.478000000000048E-10
DataValue, 1.6, -1.7000000000000002, -0.05, -4.9854399999999993E-08, 0, 4.9865E-08, 0, -1.2459999999999438E-10
DataValue, 1.58, -1.7000000000000002, -0.05, -4.9936999999999992E-08, 0, 4.9995E-08, 0, -8.25999999999997E-11
DataValue, 1.56, -1.7000000000000002, -0.05, -5.00908E-08, 0, 5.0095E-08, 0, -1.53800000000005E-10
DataValue, 1.54, -1.7000000000000002, -0.05, -5.0226799999999993E-08, 0, 5.0214999999999997E-08, 0, -1.3599999999999539E-10
DataValue, 1.52, -1.7000000000000002, -0.05, -5.0300599999999993E-08, 0, 5.0264999999999994E-08, -5E-13, -7.38000000000003E-11
DataValue, 1.5, -1.7000000000000002, -0.05, -5.0451799999999997E-08, 0, 5.0445E-08, 0, -1.5120000000000337E-10
DataValue, 1.48, -1.7000000000000002, -0.05, -5.0567199999999996E-08, 0, 5.056E-08, 0, -1.1539999999999983E-10
DataValue, 1.46, -1.7000000000000002, -0.05, -5.06672E-08, 0, 5.072E-08, 0, -1.000000000000009E-10
DataValue, 1.44, -1.7000000000000002, -0.05, -5.0806999999999993E-08, 0, 5.0844999999999996E-08, 0, -1.3979999999999573E-10
DataValue, 1.42, -1.7000000000000002, -0.05, -5.0899999999999993E-08, 0, 5.0989999999999995E-08, 0, -9.2999999999999575E-11
DataValue, 1.4000000000000001, -1.7000000000000002, -0.05, -5.1030599999999994E-08, 0, 5.1089999999999996E-08, 0, -1.3060000000000118E-10
DataValue, 1.3800000000000001, -1.7000000000000002, -0.05, -5.1173E-08, 0, 5.1159999999999996E-08, 5E-13, -1.4240000000000398E-10
DataValue, 1.36, -1.7000000000000002, -0.05, -5.1274399999999995E-08, 0, 5.132E-08, 0, -1.0139999999999719E-10
DataValue, 1.34, -1.7000000000000002, -0.05, -5.1397999999999995E-08, 0, 5.1404999999999996E-08, 0, -1.2359999999999986E-10
DataValue, 1.32, -1.7000000000000002, -0.05, -5.15624E-08, 0, 5.1589999999999994E-08, 0, -1.6440000000000245E-10
DataValue, 1.3, -1.7000000000000002, -0.05, -5.16548E-08, 0, 5.1654999999999995E-08, 0, -9.2400000000000219E-11
DataValue, 1.28, -1.7000000000000002, -0.05, -5.18342E-08, -5E-13, 5.1829999999999995E-08, 0, -1.7939999999999961E-10
DataValue, 1.26, -1.7000000000000002, -0.05, -5.1918199999999993E-08, 0, 5.1925E-08, 0, -8.3999999999995988E-11
DataValue, 1.24, -1.7000000000000002, -0.05, -5.2093799999999992E-08, 0, 5.2095E-08, 0, -1.7559999999999927E-10
DataValue, 1.22, -1.7000000000000002, -0.05, -5.2247E-08, 0, 5.22E-08, 0, -1.5320000000000563E-10
DataValue, 1.2, -1.7000000000000002, -0.05, -5.2288999999999993E-08, 0, 5.2335E-08, 0, -4.1999999999994685E-11
DataValue, 1.18, -1.7000000000000002, -0.05, -5.2477399999999996E-08, 0, 5.2459999999999995E-08, 0, -1.884000000000032E-10
DataValue, 1.16, -1.7000000000000002, -0.05, -5.25648E-08, 0, 5.2615E-08, 0, -8.7400000000001166E-11
DataValue, 1.1400000000000001, -1.7000000000000002, -0.05, -5.2713E-08, 0, 5.2715E-08, 0, -1.4819999999999996E-10
DataValue, 1.12, -1.7000000000000002, -0.05, -5.2823599999999995E-08, 0, 5.2865E-08, 0, -1.1059999999999836E-10
DataValue, 1.1, -1.7000000000000002, -0.05, -5.3016599999999996E-08, 0, 5.3065E-08, 0, -1.9300000000000047E-10
DataValue, 1.08, -1.7000000000000002, -0.05, -5.3107399999999996E-08, 0, 5.318E-08, 0, -9.0799999999999728E-11
DataValue, 1.06, -1.7000000000000002, -0.05, -5.3238399999999992E-08, 0, 5.3305E-08, 0, -1.3099999999999634E-10
DataValue, 1.04, -1.7000000000000002, -0.05, -5.3341199999999992E-08, -5E-13, 5.3394999999999996E-08, 0, -1.028000000000001E-10
DataValue, 1.02, -1.7000000000000002, -0.05, -5.3499799999999992E-08, 0, 5.353E-08, 0, -1.5859999999999985E-10
DataValue, 1, -1.7000000000000002, -0.05, -5.3627399999999996E-08, 0, 5.366E-08, 5E-13, -1.276000000000044E-10
DataValue, 0.98, -1.7000000000000002, -0.05, -5.37842E-08, 0, 5.3779999999999996E-08, 0, -1.5680000000000178E-10
DataValue, 0.96, -1.7000000000000002, -0.05, -5.3882599999999992E-08, -5E-13, 5.3945E-08, 0, -9.8399999999993787E-11
DataValue, 0.94000000000000006, -1.7000000000000002, -0.05, -5.4031799999999993E-08, -5E-13, 5.4064999999999995E-08, 0, -1.492000000000011E-10
DataValue, 0.92, -1.7000000000000002, -0.05, -5.4232199999999996E-08, 0, 5.4194999999999997E-08, 0, -2.0040000000000357E-10
DataValue, 0.9, -1.7000000000000002, -0.05, -5.4319799999999995E-08, 0, 5.4369999999999996E-08, 0, -8.7599999999998746E-11
DataValue, 0.88, -1.7000000000000002, -0.05, -5.45034E-08, 0, 5.4544999999999996E-08, 0, -1.8360000000000172E-10
DataValue, 0.86, -1.7000000000000002, -0.05, -5.46368E-08, 0, 5.4694999999999994E-08, 0, -1.3340000000000039E-10
DataValue, 0.84, -1.7000000000000002, -0.05, -5.47702E-08, 0, 5.4829999999999995E-08, 0, -1.3340000000000039E-10
DataValue, 0.82000000000000006, -1.7000000000000002, -0.05, -5.4934399999999996E-08, 0, 5.4974999999999994E-08, 0, -1.6419999999999825E-10
DataValue, 0.8, -1.7000000000000002, -0.05, -5.5172599999999992E-08, 0, 5.5155E-08, 0, -2.3819999999999614E-10
DataValue, 0.78, -1.7000000000000002, -0.05, -5.5264799999999995E-08, 0, 5.5279999999999996E-08, 5E-13, -9.2200000000002639E-11
DataValue, 0.76, -1.7000000000000002, -0.05, -5.5327399999999992E-08, 0, 5.545E-08, 0, -6.2599999999996868E-11
DataValue, 0.74, -1.7000000000000002, -0.05, -5.5550199999999995E-08, 0, 5.558E-08, 0, -2.2280000000000382E-10
DataValue, 0.72, -1.7000000000000002, -0.05, -5.5701E-08, 0, 5.5774999999999995E-08, 0, -1.5080000000000159E-10
DataValue, 0.70000000000000007, -1.7000000000000002, -0.05, -5.5888E-08, 0, 5.593E-08, 0, -1.8700000000000029E-10
DataValue, 0.68, -1.7000000000000002, -0.05, -5.6103599999999996E-08, 0, 5.607E-08, 0, -2.155999999999983E-10
DataValue, 0.66, -1.7000000000000002, -0.05, -5.62374E-08, 0, 5.6259999999999996E-08, 0, -1.3380000000000216E-10
DataValue, 0.64, -1.7000000000000002, -0.05, -5.6393199999999992E-08, 0, 5.6404999999999995E-08, 0, -1.5579999999999402E-10
DataValue, 0.62, -1.7000000000000002, -0.05, -5.6625399999999994E-08, 0, 5.6595E-08, 0, -2.3220000000000257E-10
DataValue, 0.6, -1.7000000000000002, -0.05, -5.6752799999999995E-08, 0, 5.681E-08, 0, -1.274000000000002E-10
DataValue, 0.58, -1.7000000000000002, -0.05, -5.6984799999999993E-08, 5E-13, 5.6989999999999996E-08, 0, -2.3199999999999837E-10
DataValue, 0.56, -1.7000000000000002, -0.05, -5.7141599999999995E-08, 0, 5.715E-08, 0, -1.5680000000000178E-10
DataValue, 0.54, -1.7000000000000002, -0.05, -5.7393799999999993E-08, 0, 5.7355E-08, 0, -2.5219999999999878E-10
DataValue, 0.52, -1.7000000000000002, -0.05, -5.7432799999999991E-08, -5E-13, 5.7549999999999996E-08, 0, -3.89999999999979E-11
DataValue, 0.5, -1.7000000000000002, -0.05, -5.77282E-08, 0, 5.7824999999999997E-08, 0, -2.9540000000000541E-10
DataValue, 0.48, -1.7000000000000002, -0.05, -5.7940799999999992E-08, 0, 5.796E-08, 0, -2.125999999999949E-10
DataValue, 0.46, -1.7000000000000002, -0.05, -5.80902E-08, 0, 5.8119999999999994E-08, 0, -1.494000000000053E-10
DataValue, 0.44, -1.7000000000000002, -0.05, -5.8351799999999994E-08, 0, 5.8354999999999995E-08, 0, -2.6159999999999752E-10
DataValue, 0.42, -1.7000000000000002, -0.05, -5.8559799999999992E-08, 0, 5.8625E-08, 0, -2.0799999999999763E-10
DataValue, 0.4, -1.7000000000000002, -0.05, -5.8831399999999994E-08, 0, 5.8839999999999996E-08, 0, -2.7160000000000225E-10
DataValue, 0.38, -1.7000000000000002, -0.05, -5.9047799999999996E-08, 0, 5.9084999999999996E-08, 0, -2.1640000000000186E-10
DataValue, 0.36, -1.7000000000000002, -0.05, -5.9285199999999995E-08, 0, 5.9329999999999996E-08, 0, -2.373999999999992E-10
DataValue, 0.34, -1.7000000000000002, -0.05, -5.9580399999999997E-08, 0, 5.959E-08, 0, -2.9520000000000121E-10
DataValue, 0.32, -1.7000000000000002, -0.05, -5.98818E-08, 0, 5.984E-08, 0, -3.01399999999999E-10
DataValue, 0.3, -1.7000000000000002, -0.05, -6.00544E-08, 0, 6.0114999999999993E-08, 0, -1.7260000000000249E-10
DataValue, 0.28, -1.7000000000000002, -0.05, -6.04452E-08, 0, 6.0445E-08, 0, -3.907999999999958E-10
DataValue, 0.26, -1.7000000000000002, -0.05, -6.0666399999999991E-08, 0, 6.0744999999999992E-08, 0, -2.2119999999999671E-10
DataValue, 0.24, -1.7000000000000002, -0.05, -6.0985999999999988E-08, 0, 6.1024999999999992E-08, 0, -3.1959999999999712E-10
DataValue, 0.22, -1.7000000000000002, -0.05, -6.12978E-08, 0, 6.129E-08, 0, -3.118000000000121E-10
DataValue, 0.2, -1.7000000000000002, -0.05, -6.16646E-08, 0, 6.159499999999999E-08, 0, -3.6679999999999505E-10
DataValue, 0.18, -1.7000000000000002, -0.05, -6.19694E-08, 0, 6.202E-08, 0, -3.0480000000000416E-10
DataValue, 0.16, -1.7000000000000002, -0.05, -6.2307999999999991E-08, 0, 6.2354999999999992E-08, 0, -3.3859999999999219E-10
DataValue, 0.14, -1.7000000000000002, -0.05, -6.2659999999999993E-08, 0, 6.265E-08, 0, -3.5200000000000209E-10
DataValue, 0.12, -1.7000000000000002, -0.05, -6.3059199999999993E-08, 0, 6.307E-08, 0, -3.9920000000000003E-10
DataValue, 0.1, -1.7000000000000002, -0.05, -6.3389599999999992E-08, 0, 6.3385E-08, 0, -3.3039999999999878E-10
DataValue, 0.08, -1.7000000000000002, -0.05, -6.3839199999999991E-08, 0, 6.3884999999999993E-08, 0, -4.4959999999999894E-10
DataValue, 0.06, -1.7000000000000002, -0.05, -6.42498E-08, 0, 6.4339999999999992E-08, 0, -4.1060000000000766E-10
DataValue, 0.04, -1.7000000000000002, -0.05, -6.4738199999999991E-08, 0, 6.474E-08, 0, -4.8839999999999265E-10
DataValue, 0.02, -1.7000000000000002, -0.05, -6.52198E-08, 0, 6.5235E-08, 0, -4.8160000000000876E-10
DataValue, 0, -1.7000000000000002, -0.05, -6.568439999999999E-08, 0, 6.5685E-08, 0, -4.6459999999998948E-10
DataValue, -0.02, -1.7000000000000002, -0.05, -6.6185E-08, -5E-13, 6.618E-08, 0, -5.0060000000000383E-10
DataValue, -0.04, -1.7000000000000002, -0.05, -6.6716E-08, 0, 6.675E-08, 0, -5.3100000000000654E-10
DataValue, -0.06, -1.7000000000000002, -0.05, -6.72794E-08, 0, 6.7349999999999991E-08, 0, -5.6339999999999828E-10
DataValue, -0.08, -1.7000000000000002, -0.05, -6.7844199999999993E-08, 0, 6.7885E-08, 0, -5.6479999999999458E-10
DataValue, -0.1, -1.7000000000000002, -0.05, -6.85526E-08, 0, 6.850499999999999E-08, 0, -7.0840000000000388E-10
DataValue, -0.12, -1.7000000000000002, -0.05, -6.91506E-08, 0, 6.9165E-08, 0, -5.980000000000031E-10
DataValue, -0.14, -1.7000000000000002, -0.05, -6.9838199999999991E-08, 0, 6.991E-08, -5E-13, -6.8759999999999088E-10
DataValue, -0.16, -1.7000000000000002, -0.05, -7.0563599999999987E-08, 0, 7.0594999999999991E-08, 0, -7.2539999999999669E-10
DataValue, -0.18, -1.7000000000000002, -0.05, -7.1273399999999988E-08, 0, 7.1354999999999993E-08, 0, -7.0980000000000018E-10
DataValue, -0.2, -1.7000000000000002, -0.05, -7.20928E-08, -5E-13, 7.212E-08, 0, -8.1940000000001063E-10
DataValue, -0.22, -1.7000000000000002, -0.05, -7.2986799999999993E-08, 0, 7.296E-08, 0, -8.9399999999999464E-10
DataValue, -0.24, -1.7000000000000002, -0.05, -7.3786599999999989E-08, 0, 7.3795E-08, -5E-13, -7.9979999999999635E-10
DataValue, -0.26, -1.7000000000000002, -0.05, -7.4696599999999989E-08, 0, 7.4704999999999993E-08, 5E-13, -9.0999999999999955E-10
DataValue, -0.28, -1.7000000000000002, -0.05, -7.5718999999999991E-08, 0, 7.5585E-08, 0, -1.0224000000000026E-09
DataValue, -0.3, -1.7000000000000002, -0.05, -7.6577E-08, 0, 7.6615E-08, 0, -8.5800000000000676E-10
DataValue, -0.32, -1.7000000000000002, -0.05, -7.7613E-08, 0, 7.761999999999999E-08, 0, -1.0359999999999968E-09
DataValue, -0.34, -1.7000000000000002, -0.05, -7.8624199999999987E-08, 0, 7.8649999999999993E-08, 0, -1.0111999999999925E-09
DataValue, -0.36, -1.7000000000000002, -0.05, -7.97566E-08, -5E-13, 7.979E-08, 0, -1.1324000000000082E-09
DataValue, -0.38, -1.7000000000000002, -0.05, -8.0847399999999991E-08, 0, 8.085E-08, 5E-13, -1.0907999999999955E-09
DataValue, -0.4, -1.7000000000000002, -0.05, -8.1969E-08, 0, 8.2095E-08, 5E-13, -1.1216000000000066E-09
DataValue, -0.42, -1.7000000000000002, -0.05, -8.3180599999999987E-08, -5E-13, 8.325E-08, 0, -1.2115999999999895E-09
DataValue, -0.44, -1.7000000000000002, -0.05, -8.4343999999999991E-08, 0, 8.4465E-08, 0, -1.1634000000000037E-09
DataValue, -0.46, -1.7000000000000002, -0.05, -8.5688399999999988E-08, 0, 8.5744999999999991E-08, 0, -1.3443999999999971E-09
DataValue, -0.48, -1.7000000000000002, -0.05, -8.70222E-08, 0, 8.7134999999999992E-08, 0, -1.3338000000000063E-09
DataValue, -0.5, -1.7000000000000002, -0.05, -8.8468199999999993E-08, 0, 8.849E-08, 0, -1.4459999999999985E-09
DataValue, -0.52, -1.7000000000000002, -0.05, -8.9882999999999985E-08, 0, 8.9899999999999991E-08, 0, -1.4147999999999923E-09
